url,title,salary,experiment,degree,location,industry,so_luong,gender,jd,requirement,benefit
https://timviecnhanh.com/tuyen-nhan-vien-sale-hoa-qua-nhap-khau-ha-noi-100127641.html?svs=max_box,Nhân Viên Sale - Hoa Quả Nhập Khẩu,8 - 15 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,Hà Nội,Kinh doanhBán hàngSinh viên/Mới tốt nghiệp/Thực tập,30,Không yêu cầu,"- Mặt hàng: Hoa quả nhập khẩu, thực phẩm sạch. + Tư vấn khách hàng, gọi điện chốt đơn + Gọi điện CSKH, Resale, giải quyết xử lý KH nếu có vấn đề- Data có sẵn, không cần tìm kiếm data.- Địa chỉ làm việc: 352 Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội- Thời gian làm việc: + Từ 8h30-17h30 (nghỉ trưa 1h30p) + Từ T2-T7","- Nam/Nữ độ tuổi từ 18-26 tuổi - Không yêu cầu kinh nghiệm, đào tạo cầm tay chỉ việc- Yêu cầu có Laptop.- Chỉ cần nhiệt huyết, đam mê kiếm tiền"," Cơ bản 5.500.000 + Hoa Hồng + Tăng ca + Phụ cấp + Thưởng sàn + Thưởng nóng ...( Tổng thu nhập Từ 8-15 triệu , KHÔNG GIỜI HẠN )- Chính sách hỗ trợ theo quy định nhà nước- Môi trường làm việc năng động, chuyên nghiệp, cơ sở vật chất đầy đủ- Cơ hội thăng tiến lên vị trí Leader, trưởng nhóm,..."
https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-khu-vuc-mien-bac-bac-ninh-bac-giang-lang-son-ha-noi-hoa-binh-ha-noi-100131396.html?svs=max_box,"Nhân Viên Kinh Doanh - Khu Vực Miền Bắc (Bắc Ninh, Bắc Giang, Lạng Sơn, Hà Nội, Hòa Bình)",10 - 12 triệu,Không yêu cầu kinh nghiệm,Trung cấp,Hà NộiBắc GiangBắc NinhLạng SơnHòa Bình,Kinh doanhBán hàngPhát triển thị trường,50,Không yêu cầu,"- Tư vấn, giới thiệu các sản phẩm và chăm sóc khách hàng (Dân dụng, Công trình, Đại lý, Nhà phân phối,... ).- Trực tiếp thực hiện việc khai thác mở rộng thị trường theo sự phân công của Quản lý nhằm nâng cao thị phần Chi nhánh/Cửa hàng trên địa bàn phụ trách.- Tham gia hỗ trợ công tác bán hàng tại Chi nhánh/Cửa hàng.- Phân tích thông tin thị trường như đối thủ cạnh tranh, thói quen tiêu dùng của khách hàng, nhằm đề xuất các phương án nâng cao chất lượng dịch vụ và gia tăng thị phần.- Theo dõi công nợ phát sinh, đối chiếu và thu hồi công nợ phải thu.- Thực hiện các công việc theo phân công của Cửa hàng Trưởng/GĐCN Tỉnh","- Tốt nghiệp trình độ Trung Cấp trở lên. (Đối với Nữ sẽ tuyển dụng ở vị trí nhân viên bán hàng)- Tuổi từ 18-33.- Không yêu cầu kinh nghiệm, làm việc tại các Tỉnh có Chi nhánh/Cửa hàng của Tập đoàn Hoa Sen. - Trung thực, năng động, thái độ phù hợp, tinh thần tự giác cao, gắn bó lâu dài.- Có tinh thần trách nhiệm, ham học hỏi.- Có khả năng làm việc độc lập và phối hợp nhóm tốt.- Có kỹ năng giao tiếp và trình bày tốt.- Ưu tiên ứng viên có hộ khẩu hoặc sinh sống gần Chi nhánh/Cửa hàng Tập đoàn Hoa Sen tại địa phương.","- Mức thu nhập hấp dẫn từ 10 triệu trở lên, tăng lương theo năng lưc, thỏa thuận kỹ hơn khi phỏng vấn- BHXH, BHYT, BHTN 24/24 và Bảo hiểm cho người thân;- Khám sức khỏe định kì hằng năm;- Cấp phát đồng phục hằng năm;- Chính sách khen thưởng, phúc lợi đảm bảo theo năng lực và vị trí;- Tham quan du lịch hằng năm;- Phụ cấp khác theo quy định của Luật Lao động và Tập đoàn.- Môi trường làm việc năng động, thân thiện và chuyên nghiệp;- Hỗ trợ ăn uống;- Có xe máy công ty cấp;- Phụ cấp xăng xe, card điện thoại;- Lộ trình đào tạo rõ ràng và cơ hội thăng tiến cao;- Có nhà ở miễn phí (Bao gồm điện, nước, wifi) cho nhân viên."
https://timviecnhanh.com/tuyen-nhan-vien-ban-hang-dien-thoai-oppo-ha-noi-100016272.html?svs=max_box,Nhân Viên Bán Hàng Điện Thoại Oppo,7 - 10 triệu,Chưa có kinh nghiệm,Lao động phổ thông,Hà Nội,Bán hàng,20,Không yêu cầu,"- Bán và giới thiệu điện thoại OPPO tại các hệ thống Thế Giới Di Động, Điện Máy Xanh, FPT Shop, Viettel Store, ...- Phụ trách doanh số và hình ảnh tại điểm bán.","- Giao tiếp tự tin- Ngoại hình ưu nhìn, Nam trên 1m60, Nữ trên 1m52- Am hiểu công nghệ là một lợi thế- Chăm chỉ, thái độ làm việc tốt- ứng viên sinh năm 2003 - 1995","- Lương thu nhập hàng tháng đảm bảo từ 6-12 triệu- Đóng bảo hiểm xã hội , BHYT- Tham gia Teambuilding, Tất niên cùng Công Ty 1 lần/năm- Mua sản phẩm của Công Ty với giá ưu đãi- Được Training kiến thức, kỹ năng mềm bài bản- Môi trường năng động, trẻ trung.- Cơ hội thăng tiến rõ ràng, nhiều vị trí ."
https://timviecnhanh.com/tuyen-nhan-vien-an-toan-lao-dong-hse-lam-viec-tai-cong-ty-tnhh-cf-vina-kcn-my-phuoc-2-ben-cat-binh-duong-binh-duong-100129483.html?svs=max_box,"Nhân Viên An Toàn Lao Động (HSE) - Làm Việc Tại Công Ty TNHH Cf Vina, Kcn Mỹ Phước 2, Bến Cát, Bình Dương",7 - 10 triệu,1 năm,Cao đẳng,Bình Dương,Môi trường/Xử lý chất thảiNông/Lâm/Ngư nghiệpThẩm định/Giám định/Quản lý chất lượng,2,Nữ,"- Lập kế hoạch, thực hiện huấn luyện, đào tạo, phổ biến an toàn lao động định kỳ cho CBNV trong toàn Công ty.- Thực hiện các báo cáo an toàn vệ sinh lao động- Kiểm tra các hoạt động về an toàn vệ sinh lao động của nhà máy.- Giám sát thu gom chất thải định kỳ.* Làm việc tại chi nhánh Bình Dương Công Ty TNHH CF Vina, KCN Mỹ Phước 2, Bến Cát, Bình Dương.","- Tốt nghiệp Cao đẳng, đại học chuyên ngành môi trường, bảo hộ lao động, Công nghệ sinh học, hiểu biết về kỹ thuật an toàn- Am hiểu về luật an toàn vệ sinh lao động và môi trường- Vi tính: Word, Excel, Powerpoint, Outlook- Có kinh nghiệm 1 trở lên trong công tác an toàn lao động- Ưu tiên nữ- Ngoại ngữ: Ưu tiên giao tiếp được tiếng Anh.","- Lương 7-10 Triệu (Thỏa thuận theo năng lực)- Được hưởng đầy đủ chế độ theo quy định của pháp luật và công ty.- Được nghỉ chủ nhật, lễ, tết theo quy định.- Chế độ BHXH-BHYT-BHTN.- Được nghỉ các ngày lễ theo quy định của pháp luật- Được thưởng cuối năm."
https://timviecnhanh.com/tuyen-truong-phong-tour-du-lich-lam-tai-q-3-tp-hcm-100129771.html?svs=max_box,Trưởng Phòng Tour Du Lịch Làm Tại Q.3,25 - 30 triệu,1 năm,Đại học,TP.HCM,Du lịch/Nhà hàng/Khách sạnQuản lý điều hànhKinh doanh,2,Nữ,"- Theo dõi thị trường, tìm hiểu thông tin thị trường về phần bán, giá bán, sản phẩm bán.. (tìm hiểu thông tin từ đối thủ cạnh tranh)- Phản hồi với PL, cùng bàn bạc để quyết định mở bán thêm sản phẩm mới hoặc thêm ngày khởi hành, thêm chỗ trong đoàn đã mở, điều chỉnh giá cho phù hợp…- Phản hồi, góp ý với Mar để điều chỉnh hoặc có kế hoạch quảng cáo tốt hơn.- Theo dõi tình hình bán, đẩy bán.- Làm các loại báo cáo bán: báo cáo ngày, báo cáo đột xuất theo yêu cầu, quyết toán các code non package.- Kiểm tra và ký các hợp đồng bán với khách hàng.- Theo dõi tình hình công nợ, xét duyệt những phần công nợ add hoc trong quyền hạn, đề nghị những phần công nợ của những khách hàng đặc biệt với BD.- Triển khai các quy định, chiến dịch..liên quan tới bán.- Phối hợp với các bộ phận: Điều hành, Kế hoạch, Visa, Mar, Kế toán- Ghi nhận những ý kiến của khách chuyển tới các bộ phận liên quan- Bàn bạc, phối hợp với bộ phận liên quan, trực tiếp làm việc với khách hàng- Trực tiếp định biên nhân sự dựa trên việc thống nhất các kế hoạch hoạt động kinh doanh trong phòng với BD chuyên môn và bộ phận phụ trách nhân sự- Tuyển dụng và đào tạo nhân viên- Tổ chức phân công công việc theo chức năng nhiệm vụ từng vị trí- Quản lý, điều hành các hoạt động hàng ngày của phòng- Tổ chức đánh giá mức độ hoàn thành công việc của nhân viên- Xây dựng và kiểm soát kế hoạch làm việc của phòng- Tổ chức các cuộc họp định kỳ trong bộ phận hàng tuần- Phổ biến, giải thích các thông báo, nội quy, quy định, chính sách,… của công ty cho nhân viên* Nơi phỏng vấn và làm việc: 82 Võ Văn Tần, P. Võ Thị Sáu, Q.3, TP.HCM* Thời gian làm việc:- Các ngày trong tuần từ thứ hai tới thứ sáu và sáng thứ bảy- Sáng 08:00 – 12:00 / Chiều 13:00 – 17:00- Nghỉ trưa 12:00 – 13:00","- Nữ- Trình độ Tốt nghiệp Đại học trở lên Ưu tiên ứng cử viên có kinh nghiệm, kiến thức trong ngành du lịch- Trung thực, nhiệt tình, chăm chỉ- Phát âm rõ ràng, không ngọng, tự tin, vui vẻ- Giọng nói truyền cảm, thuyết phục- Có khả năng làm việc độc lập cũng như phối hợp nhóm- Chịu được áp lực công việc cao- Có tinh thần trách nhiệm, tận tụy với công việc- Làm việc ổn định","Lương thử việc Thoả thuận khi phỏng vấnLương chính thức Thỏa thuận sau khi kết thúc thời gian thử việc và vượt qua các đợt đánh giáSau 2 tháng thử việc, nếu đáp ứng tốt nhu cầu công việc, 2 bên sẽ tiến hành:- Ký Hợp Đồng Lao Động 11 tháng, 1 năm và Không Xác Định Thời Hạn- Bắt đầu tính phép- Được tham gia BHXH, BHTN, BHYT- Được hưởng đầy đủ các chế độ phúc lợi theo quy định của Pháp luật và công ty- Được đào tạo kỹ năng chuyên môn, nghiệp vụ theo yêu cầu của công việc- Được làm việc trong môi trường chuyên nghiệp, thân thiện"
https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-dong-co-dien-elektrim-khu-vuc-mien-bac-luong-den-20trieu-ha-noi-100129090.html?svs=max_box,Nhân Viên Kinh Doanh Động Cơ Điện Elektrim Khu Vực Miền Bắc (Lương Đến 20Triệu),7 - 20 triệu ( + Hoa hồng từ 1% đến 5%),Dưới 1 năm,Trung cấp,Hà Nội,Kinh doanhBán hàngPhát triển thị trường,4,Không yêu cầu,"· Thực hiện các công việc của một nhân viên kinh doanh: tư vấn, tìm kiếm khách hàng mới, báo giá cho khách hàng và các công việc liên quan đến bán hàng.· Có khả năng phát triển khách hàng mới tại khu vực Miền Bắc và các vùng lân cận.· Thường xuyên đến thăm hỏi khách hàng và tạo mối quan hệ thân thiết, gần gũi.· Phối hợp bán hàng và các dịch vụ hậu mãi cho khách hàng.Làm việc tại: Tầng 4- Tòa nhà Hoàng Sâm, Số 260-262 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội, Việt Nam.","· Tốt nghiệp đại học, cao đẳng, trung cấp.· Có kinh nghiệm làm việc trong lĩnh vực sale, kỹ thuật, quản lý, đã làm trong ngành động cơ điện là một lợi thế.· Có khả năng sử dụng Microsoft Office Words, Excel và Outlook.· Là cộng sự tốt, có tinh thần làm việc theo nhóm.· Giao tiếp tốt, thân thiện, tự tin khi gặp khách hàng mới.· Có trách nhiệm trong công việc.· Làm việc chăm chỉ và cẩn thận trong công việc.· Thái độ làm việc tốt, tính cách vui vẻ.· Có khả năng giao tiếp tiếng anh là một lợi thế.","· Mức lương cơ bản từ 7,5 đến 20 triệu tùy theo năng lực và kinh nghiệm của ứng viên.· Hưởng hoa hồng hằng tháng theo doanh thu.· Thưởng cuối năm và thưởng đạt doanh số.· Được hưởng BHYT, BHXH… theo quy định của Nhà nước.· Lịch nghỉ phép hàng năm 12ngày/năm.· Lịch nghỉ Lễ, Tết theo quy định của Nhà nước và nghỉ T7, CN hàng tuần.· Được đi du lịch trong và ngoài nước theo tổ chức của công ty."
https://timviecnhanh.com/tuyen-truong-phong-kinh-doanh-nganh-nong-san-di-lam-ngay-tp-hcm-100127255.html?svs=max_box,Trưởng Phòng Kinh Doanh (Ngành Nông Sản) - Đi Làm Ngay,25 - 30 triệu,2 năm,Cao đẳng,TP.HCM,Kinh doanhThực phẩm/DV ăn uốngQuản lý điều hành,1,Không yêu cầu,"•	Quản lý điều hành và phát triền hoạt động kinh doanh của Công ty;•	Nghiên cứu, đánh giá và phát triển thị trường;•	Tham mưu và tư vấn cho Ban lãnh đạo về chiến lược, kế hoạch và phương án hoạt động kinh doanh;•	Huấn luyện, đào tạo các hoạt động kinh doanh của đội ngũ nhân viên kinh doanh•	Thu thập và phân tích số liệu nhằm đánh giá và xây dựng mục tiêu kinh doanh•	Hàng tháng, hàng quý báo cáo hoạt động kinh doanh cho Ban Giám đốc công ty","•	Tốt nghiệp đại học chuyên ngành quản trị Kinh doanh hoặc liên quan;•	Có ít nhất 2 năm kinh nghiệm trở lên, từng kinh doanh mặt hàng Trái cây, nông sản là ưu thế;•	Khả năng chịu được áp lực cao•	Kỹ năng giao tiếp, đàm phán, thuyết phục, quản lý và quản trị mối quan hệ tốt.","•	Lương cơ bản (20-25Tr), hoa hồng, thưởng theo doanh thu của công ty;•	Thường xuyên tổ chức các hoạt động văn hóa, tinh thần, thể thao, đi du lịch;•	Đóng BHXH, BHYT, BHTN, theo quy định Nhà nước;•	Được làm việc trong môi trường năng động, chuyên nghiệp và hiện đại."
https://timviecnhanh.com/tuyen-nhan-vien-telesales-cham-soc-khach-hang-nganh-duoc-ha-noi-100132192.html?svs=max_box,Nhân Viên Telesales - Chăm Sóc Khách Hàng Ngành Dược,12 - 20 triệu,Không yêu cầu kinh nghiệm,Trung cấp,Hà Nội,Dược/Hóa chất/Sinh hóaChăm sóc khách hàngY tế,5,Nữ,"- Thực hiện cuộc gọi ra tới khách hàng đã để lại thông tin quan tâm đến sản phẩm- Tư vấn, chốt đơn với khách hàng.- Làm việc theo giờ hành chính- Cụ thể công việc sẽ trao đổi khi phỏng vấn* Địa điểm làm việc: 105 Tố Hữu Hà Đông, Tòa Nhà HPC Landmark, Hải Phát, Dương Nội, Hà Đông"," Nữ từ 25 - 35- Tốt nghiệp chuyên ngành về dược- Ưu tiên có kinh nghiệm chốt sale về lĩnh vực Dược và TPCN- Có kỹ năng giao tiếp tốt, nhanh nhẹn trong công việc","- Lương cơ bản: 7.500.000Đ/tháng + % hoa hồng. Lương trung bình 12.000.000 - 20.000.000Đ/tháng..- Ưu tiên làm lâu dài, sẽ trao đổi thêm về chế độ.- Môi trường làm việc thân thiện, năng động- Cơ hội thăng tiến khi chứng tỏ được năng lực bản thân- Được đảm bảo các chế độ phúc lợi, bảo hiểm, nghỉ lễ tết theo Luật Lao động.- Công việc làm tại văn phòng công ty không phải đi thị trường.- Được công ty cung cấp điện thoại và data khách hàng."
https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-bat-dong-san-khong-yeu-cau-kinh-nghiem-di-lam-ngay-hai-duong-100127682.html?svs=max_box,Nhân Viên Kinh Doanh Bất Động Sản (Không Yêu Cầu Kinh Nghiệm) - Đi Làm Ngay,8 - 40 triệu ( + Hoa hồng từ 50000000% đến 50000000%),Không yêu cầu kinh nghiệm,Không yêu cầu,Hải Dương,Bất động sảnBán hàngPhát triển thị trường,10,Không yêu cầu,"- Tìm kiếm, liên hệ (gửi email, điện thoại, gặp trực tiếp) khách hàng giới thiệu thông tin về dự án, thuyết minh, tư vấn, thuyết phục khách hàng - Tư vấn về các sản phẩm, dự án công ty đang phân phối, hỗ trợ thủ tục mua bán cho khách hàng- Bàn giao nhà, đất/ mặt bằng cho khách hàng;- Theo dõi thanh toán của khách hàng và liên hệ đòi nợ những khách hàng đã quá hạn thanh toán;","- Không yêu cầu bằng cấp sẽ được đào tạo từ đầu về kĩ năng và kiến thức BĐS- Có Laptop và có thể đi công tác xa thường xuyên- Giao tiếp tốt, ăn nói lưu loát, nhanh nhẹn, năng động, ham học hỏi, tác phong lịch sự, chuyên nghiệp.- Yêu thích kinh doanh và đam mê Bất động sản.","- Lương 8 triệu + Hoa hồng thưởng nóng cực cao ( Thu nhập không giới hạn)- Được đào tạo kiến thức về BĐS và kỹ năng bán hàng qua kỳ thi đầu vào chuyên viên BĐS chuyên nghiệp- Du lịch thường xuyên tại các địa điểm siêu đẹp- Hoạt động Team Building và các chế độ hấp dẫn khác- Tham gia các chương trình thi đua Best sale, TeamWork với phần quà cực lớn- Môi trường làm việc chuyên nghiệp, được đào tạo từ cơ bản đến nâng cao- Cơ hội thăng tiến lên Trưởng Nhóm, Trưởng Phòng kinh doanh rộng mở cho các bạn cầu tiến.Thời gian làm việc: Tự chủ thời gian, tự chủ công việc,...( thời gian theo giờ hành chính )Được nghỉ Tết, Chủ nhật hằng tuần"
https://timviecnhanh.com/tuyen-can-bo-ho-tro-ky-thuat-du-an-di-lam-ngay-ha-noi-100132280.html?svs=max_box,Cán Bộ Hỗ Trợ Kỹ Thuật Dự Án - Đi Làm Ngay,10 - 20 triệu,3 năm,Đại học,Hà Nội,Công nghệ thông tinĐiện/Điện tử/Điện lạnhCơ khí/Kĩ thuật ứng dụng,5,Không yêu cầu,"Công ty CP Đầu tư & Phát triển Công nghệ i-Globe, chuyên cung cấp các giải pháp an ninh chuyên dụng cần tuyển dụng vị trí nhân viên hỗ trợ Kỹ thuật dự án CNTT/Điện tử - Viễn thông phụ trách các công việc sau:- Hỗ trợ bộ phận kinh doanh và xúc tiến bán hàng dự án về giải pháp kỹ thuật do công ty cung cấp;- Xây dựng và tổng hợp hệ thống tài liệu kỹ thuật thuyết minh giải pháp kỹ thuật;- Phân tích và thẩm định thiết bị dự án, tập hợp và tổ chức so sánh đánh giá, lựa chọn và phân cấp khả năng áp dụng vào bộ giải pháp;- Xây dựng danh mục đề xuất kỹ thuật dự án;- Phối hợp với các phòng ban liên quan hỗ trợ lắp đặt, hướng dẫn sử dụng, nghiệm thu và bàn giao sản phẩm cho khách hàng;- Biên, phiên dịch hội thảo và tài liệu kỹ thuật.- Thực hiện các công việc khác theo yêu cầu của cấp trên.","- Tốt nghiệp Đại học chính quy chuyên ngành CNTT/ Điện tử Viễn thông hoặc Ngoại thương/ Ngoại ngữ (biết tiếng Anh chuyên ngành kỹ thuật là một lợi thế)- Có kinh nghiệm làm việc với các hãng kinh doanh các sản phẩm công nghệ thông tin - Tiếng Anh: giao tiếp tốt tương đương IELTS > 6.5 (có chứng chỉ IELTS là một lợi thế) - Khả năng thuyết trình - Khả năng biên, phiên dịch kỹ thuật là một lợi thế ( do đối tác KH đa phần là KH DN nước ngoài)- Kinh nghiệm >3 năm","- Lương cao theo thỏa thuận - Thưởng và các phúc lợi theo quy định của nhà nước và hiệu quả kinh doanh chung của công ty. - Làm việc trong môi trường năng động, vui vẻ - Cơ hội đào tạo trong và ngoài nước về kỹ thuật, phát triển nghề nghiệp; - Làm việc trực tiếp với các chuyên gia nước ngoài; - Được Tiếp xúc với các giải pháp kỹ thuật chuyên dụng hiện đại của trong và ngoài nước - Và các quyền lợi khác theo chính sách chế độ của công ty - Môi trường làm việc chuyên nghiệp, nâng cao kỹ năng chuyên môn về công nghệ"
https://timviecnhanh.com/tuyen-nhan-vien-thiet-ke-ha-noi-100132153.html?svs=max_box,Nhân Viên Thiết Kế,12 - 15 triệu,3 năm,Đại học,Hà Nội,Thiết kế/Mỹ thuậtKiến trúc/Nội thấtXây dựng,2,Không yêu cầu,"- Phụ trách thiết kế , dự toán, báo giá cho dự án ( được hỗ trợ)- Lên ý tưởng, thiết kế sản phẩm nội thất ( cửa, tủ bếp, tủ âm tường, .....)- Thiết kế concept cho các showroom, đại lý của công ty","- Tốt nghiệp Đại học: Kiến trúc, Kiến trúc nội thất, Mỹ thuật, Mỹ thuật Công nghiệp- Đã có kinh nghiệm về thiết kế nội thất là một lợi thế- Có kinh nghiệm giám sát thi công nội thất chung cư, biệt thự- Có khả năng làm việc độc lập, hoàn thành công việc theo đúng tiến độ được giao- Tinh thần tiếp thu, học hỏi để đáp ứng được yêu cầu công việc- Thành thạo phần mềm thiết kế: Auto Cad, 3D Max, Photoshop, Illustrator…- Ưu tiên: ứng viên có kinh nghiệm 3-5 năm","- Chế độ Lương 10-15tr + thưởng - Tham gia đầy đủ cac chế độ BHYT, BHXH- Phép 12 ngày/ năm, thưởng lương tháng 13- Môi trường làm việc trẻ, năng động và sáng tạo;- Cơ hội học hỏi và khẳng định bản thân"
https://timviecnhanh.com/tuyen-nhan-vien-tu-van-xuat-khau-lao-dong-lam-viec-tai-vp-ha-noi-100125862.html?svs=max_box,Nhân Viên Tư Vấn Xuất Khẩu Lao Động (Làm Việc Tại Vp),10 - 45 triệu ( + Hoa hồng từ 1% đến 30%),Không yêu cầu kinh nghiệm,Đại học,Hà Nội,Chăm sóc khách hàngKinh doanhSinh viên/Mới tốt nghiệp/Thực tập,30,Nữ,"- Trực tiếp triển khai công tác tuyển sinh theo từng đơn hàng qua các kênh tuyển sinh qua các nguồn quan tâm từ Facebook, Website, các kênh truyền thông,...- Tư vấn và hỗ trợ người lao động lựa chọn đơn hàng và ngành nghề phù hợp.- Tiếp nhận thông tin đơn hàng, chỉ tiêu tuyển sinh theo tháng của bộ phận- Lên kế hoạch công việc triển khai công việc tư vấn và tuyển sinh- Chủ động tìm kiếm khách hàng có nhu cầu du học - xuất khẩu lao động ( Nhật Bản)- Trả lời thắc mắc khách hàng qua Fanpage được quản lý.- Hỗ trợ học sinh trong quá trình học tập tại Công ty.- Lưu trữ và quản lý thông tin khách hàng do mình quản lý.- Hợp tác phát triển đầu nguồn CTV","- Nam/Nữ: Tuổi từ 25 trở lên. Đã từng học tập và làm việc tại Nhật Bản là 1 lợi thế khi ứng tuyển- Có mong muốn phát triển về ngành Xuất Khẩu Lao Động, Du học sinh.- Ưu tiên: Các bạn có kinh nghiệm về tuyển dụng Xuất khẩu lao động/Marketing, Kinh doanh và biết lái xe ôtô - Kỹ năng giao tiếp tốt, truyền đạt tốt,- Cầu tiến, ham học hỏi, nhiệt tình, đam mê kinh doanh- Yêu thích lĩnh vực giáo dục, thích làm việc trong môi trường văn phòng","Thu nhâp: Lương cứng > 8 con số + hoa hồng + phụ cấp ( nếu có ) => Thu nhập sẽ không giới hạn sẽ do năng lực làm việc- Được hưởng các chế độ lương tháng thứ 13, BHXH, nghỉ phép năm- Được đào tạo bài bản về chuyên môn, kỹ năng mềm liên quan đến công việc.- Du lịch hàng năm với công ty từ 1 - 2 lần / năm- Thưởng Tết hấp dẫn.- Làm việc trong môi trường năng động, chuyên nghiệp.- Được đào tạo bài bản và có cơ hội thăng tiến cao rõ ràng ổn định lâu dài cùng đội ngũ ICO"
https://timviecnhanh.com/tuyen-nhan-vien-ky-thuat-luong-10-20-trieu-ha-nam-100129215.html?svs=max_box,Nhân Viên Kỹ Thuật (Lương 10 - 20 Triệu),10 - 20 triệu,1 năm,Cao đẳng,Hà NamHưng YênBắc GiangThanh Hóa,Xây dựngCơ khí/Kĩ thuật ứng dụng,5,Nam,"- Kỹ thuật hiện trường:+ Kiểm soát chất lượng thi công, đánh giá chất lượng thi công các hạng mục của gói thầu.+ Kiểm soát cung ứng và sử dụng vật tư, thiết bị: lập kế hoạch cung ứng vật tư thiết bị tổng thể cho gói thầu, kế hoạch cung ứng định kỳ, kiểm soát việc cung ứng và sử dụng vật tư thiết bị trên công trường;- Kỹ thuật Hồ sơ Tại Văn Phòng: + Kiểm tra hồ sơ thiết kế, bóc tách khối lượng bản vẽ thi công; Làm hồ sơ pháp lý, hồ sơ chất lượng, bản hoàn công và thanh quyết toán công trình.+ Lập kế hoạch thi công, tiến độ thi công chi tiết;+ Giám sát, theo dõi tiến độ thi công công trình;+ Giải quyết các vấn đề phát sinh về khối lượng, kỹ thuật trong quá trình thi công.+ Bóc tách, đề xuất và kiểm soát khối lượng vật tư nhập về công trường;+ Lập biên bản nghiệm thu hiện trường, nhật ký thi công;+ Công việc sẽ trao đổi thêm khi phỏng vấn.Địa chỉ: KCN Châu Sơn, TP Phủ Lý, Tỉnh Hà Nam","+ Tốt nghiệp Cao đẳng chuyên ngành xây dựng.+ Ưu tiên có kinh nghiệm 1 năm ở lĩnh vực tương đương.+ Thành thạo tin học văn phòng và các phần mềm Autocad, Project, phần mềm lập dự toán.+ Tuyển dụng làm tại các Tỉnh Hà Nam; Thanh Hóa; Hưng Yên, Bắc Giang.","+ Được đóng BHXH, BHYT, BHTN đầy đủ theo quy định của nhà nước.+ Các chế độ phúc lợi theo chính sách của Công ty.+ Hỗ trợ chỗ ở và chi phí đi lại tại Dự án theo quy định của Công ty"
https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tai-chinh-tai-van-phong-tp-hcm-100130697.html?svs=max_box,Nhân Viên Tư Vấn Tài Chính Tại Văn Phòng,20 - 25 triệu,Chưa có kinh nghiệm,Không yêu cầu,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý,20,Không yêu cầu,- Làm việc tại văn phòng và không đi thị trường- Tìm kiếm khách hàng tiềm năng - Trao giải pháp cho khách hàng - Chăm sóc khách hàng.- Chia sẻ những giá tốt đẹp của Bảo Hiểm Nhân Thọ cho người dân Việt Nam-Tuyển dụng Fulltime & Part time,- TRUNG THỰC VỚI BẢN THÂN- Thái độ làm việc - Trách nhiệm với khách hàng- Độ tuổi : 25 trở lên nha,"- Lương : 8.000.000 & 15.000.000 + Hoa Hồng 35% Doanh Thu+Thưởng tháng + Thưởng Quý + Thưởng Năm + Thưởng...- Được Đào Tạo Kỹ Năng & Phát triển bản thân của Tập Đoàn.- Môi trường làm việc thân thiện và chuyên nghiệp.- Đi du lịch trong và ngoài nước.- Cơ hội tạo dựng sự nghiệp của riêng mình tại Tập Đoàn.- Cơ hội được làm việc và được hướng dẫn bởi những người thành công.- Đảm bảo sự thành công của bạn.- Rất mong cơ hội này sẽ đến với các bạn “ Hữu Duyên “ “ May mắn nhất cuộc đời không phải là nhặt được tiền cũng không phải trúng vé số,mà là có người có dẫn bạn đi đến một nền tảng cao hơn.”"
https://timviecnhanh.com/tuyen-quan-ly-tiem-nang-new-star-tp-hcm-100132828.html?svs=max_box,Quản Lý Tiềm Năng (New Star),15 - 20 triệu ( + Hoa hồng từ 30% đến 40%),3 năm,Đại học,TP.HCMBình DươngCần Thơ,Bán hàngKinh doanhNhân sự,10,Không yêu cầu,- Phát triển và xây dựng đội ngũ kinh doanh- Hoàn thành mục tiêu kinh doanh và tuyển dụng do Giám Đốc chi nhánh giao phó- Lĩnh vực hoạt đông : bảo hiểm nhân thọ và phi nhân thọ,- Ứng viên 27 tuổi trở lên (từ 1991 trở về trước).- Có kinh nghiệm làm việc từ 3 năm trở lên (ưu tiên có kinh nghiệm sale).- Là người TP.HCM hoặc các tỉnh lân cận- Ưu tiên nữ,- Lương khởi điểm 15.000.000 -18.000.000 (nhận việc trong dịch có trợ cấp dịch bệnh)- Hoa hồng sản phẩm và quản lý- Thưởng tuyển dụng- Thêm hoa hồng + Thưởng chỉ tiêu- 13 tháng lương- Đều có hỗ trợ nguồn khách hàng để phục vụ chăm sóc và khai thác- Được đào tạo miễn phí các khóa học nâng cao kỹ năng & được cấp chứng chỉ chuyên ngành- Được làm việc trong môi trường năng động và chuyên nghiệp- Có cơ hội tham dự các hội nghị quốc tế và du lịch miễn phí trong & ngoài nước.- Cơ hội thăng tiến nhanh theo năng lực
