url,title,company,salary,experiment,degree,so_luong,industry,location,level,jd,benefit,requirement
https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-dich-vu-ky-thuat-luong-toi-10-trieu-th-di-lam-ngay-c136p73id100126587.html?svs=max_box,Kỹ Sư Dịch Vụ Kỹ Thuật Lương Tới 10 Triệu / Th - Đi Làm Ngay,"Idtech ., Corp",7 - 10 triệu,1 năm,Đại học,3,Cơ khí - Chế tạoDầu khí - Hóa chấtĐiện - Điện tử - Điện lạnh,Hà Nội,Chuyên viên- nhân viên,"- Công việc Lắp đặt, Bảo hành và Dịch vụ sau bán hàng.- Dịch vụ sửa chữa thay thế linh kiện, phụ kiện,…- Hướng dẫn sử dụng, vận hành và giải quyết các sự cố kỹ thuật trong quá trình sử dụng.- Địa chỉ làm việc: Tại văn phòng công ty số 16/259 phố Yên Hòa, P. Yên Hòa, Q. Cầu Giấy, Hà Nội.","- Mức lương 7 - 10 triệu, tùy vào kinh nghiệm- Thu nhập: Thỏa thuận theo năng lực nhân viên.- Môi trường làm việc thân thiện.- Thưởng lương tháng thứ 13 - thưởng cuối năm lễ, tết hấp dẫn.- Phép năm đầy đủ- Xét tăng lương hàng năm- Hỗ trợ các vật dụng cần thiết cho công việc.- Được hưởng các quyền lợi, các chế độ phúc lợi theo quy định.- Được hưởng các chế độ theo quy định của Bộ luật lao động: BHXH, BHYT, BHTN.- Trợ cấp điện thoại.- Có nhiều cơ hội thăng tiến trong công việc","- Tốt nghiệp Đại học (Chuyên ngành kỹ thuật: Điện tử, Điện Tử Y Sinh, Hóa học, Môi trường).- Có khả năng giao tiếp, đọc và hiểu tài liệu bằng tiếng Anh.- Có ít nhất 1 năm kinh nghiệm trong công việc Lắp đặt, Bảo hành và Dịch vụ sau bán hàng.- Sẵn sàng đi công tác ngoại tỉnh ( không thường xuyên)- Ưu tiên đã có kinh nghiệm với các thiết bị thí nghiệm môi trường, dầu khí, phân tích vật liệu.- Có kiến thức IT, thành thạo vi tính văn phòng.- Đam mê công việc kỹ thuật, chủ động và có trách nhiệm trong công việc."
https://vieclam24h.vn/ke-toan-kiem-toan/ke-toan-truong-luong-15-20-trieu-di-lam-ngay-c118p73id100126791.html?svs=max_box,Kế Toán Trưởng Lương 15-20 Triệu (Đi Làm Ngay),Công Ty TNHH Thương Mại Trí Khang,15 - 20 triệu,3 năm,Đại học,1,Kế toán - Kiểm toánNgoại thương - Xuất nhập khẩuY tế - Dược,Hà Nội,Quản lý cấp trung,"-	Tổ chức hệ thống kế toán của doanh nghiệp để tiến hành ghi chép, hạch toán các nghiệp vụ kinh tế phát sinh trong hoạt động kinh doanh của công ty, trên cơ sở không ngừng cải tiến tổ chức bộ máy và tuân thủ theo quy định của Thuế và kế toán.-	Thiết lập đầy đủ và gửi đúng hạn các báo cáo kế toán, thống kê và quyết toán theo qui định của Nhà nước và Điều lệ Công ty.-	Hoạch định, tổ chức, kiểm tra, duy trì và đổi mới theo hướng hiệu quả các nghiệp vụ kế toán quản trị.-	Tổ chức phổ biến và hướng dẫn thi hành kịp thời các chế độ, thể lệ tài chánh, kế toán do Nhà nước ban hành cho các cấp thừa hành thuộc hệ thống kế toán – thống kê.-	Kiểm tra việc bảo quản, lưu trữ các tài liệu kế toán.","-	 15 triệu/tháng, cộng phụ cấp + ăn ca-	Đóng BHXH, BHYT và BHTN theo luật lao động Việt Nam hiện hành.-	Thưởng, lễ tết hấp dẫn-	Có chế độ đãi ngộ hợp lý với nhân viên có năng lực và gắn bó lâu dài với công ty...- Môi trường làm việc năng động, nhiệt huyết- Cụ thể sẽ được trao đổi khi phỏng vấn","-	Tuổi <= 35-	Có 3-4 năm kinh nghiệm làm việc ở vị trí kế toán trưởng hoặc kế toán tổng hợp-	Nắm chắc các nghiệp vụ về kế toán, nắm chắc các luật, thông tư, nghị định về thuế, kế toán, bảo hiểm, lao động - tiền lương và các luật khác.-	Kỹ năng excel, word, power point cơ bản, phần mềm Misa Amis....-	Có kỹ năng lập báo cáo nhanh, chính xác, có khả năng lập và phân tích báo cáo quản trị.-	Đã có kinh nghiệm làm quyết toán thuế ..."
https://vieclam24h.vn/ke-toan-kiem-toan/chuyen-vien-ke-toan-thanh-toan-quoc-te-lam-viec-tai-hcm-c118p122id100126613.html?svs=max_box,Chuyên Viên Kế Toán Thanh Toán Quốc Tế - Làm Việc Tại HCM,Công ty TNHH MTV Bò Sữa Việt Nam (Vinamilk),15 - 20 triệu,1 năm,Đại học,1,Kế toán - Kiểm toánNgân hàngTài chính - Đầu tư,TP.HCM,Chuyên viên- nhân viên,"- Chịu trách nhiệm trước Kế toán trưởng về toàn bộ phần hành nợ phải trả, phần hành kế toán thanh toán,- Lập lệnh thanh toán ngước ngoài, hạch toán vào hệ thống, trình ký và theo dõi chứng từ thanh toán- Lập hồ sơ mở LC, tu chỉnh LC…và theo dõi thanh toán LC, DP, DA- Hạch toán công nợ các nhà cung cấp bao gồm cả NCC gia công- Lập phiếu thu ngoại tệ, theo dõi và đối chiếu các khoản thu chi bằng ngoại tệ với Ngân hàng- Lập và trình kế hoạch vay, mua – bán ngoại tệ với các Ngân hàng nhằm đảm bảo nguồn vốn thanh toán ngoại tệ lẫn nội tệ- Làm việc với Ngân hàng về các thủ tục, quy định, cập nhật biểu phí, …- Đăng ký và lập báo cáo các khoản vay dài hạn theo quy định cho Ngân hàng nhà nước- Phối hợp với các bộ phận/ đơn vị liên quan để xử lý kịp thời các vấn đề hạch toán kế toán phát sinh.- Chịu trách nhiệm về số liệu hạch toán, lưu trữ chứng từ, phối hợp khóa kỳ kế toán và lập báo cáo theo yêu cầu của Cấp quản lý.","- Cơ hội được làm việc trong môi trường chuyên nghiệp. (Top 10 công ty có môi trường làm việc tốt nhất Việt Nam do Alphabet bình chọn, đứng đầu về tiêu chí lương thưởng & phúc lợi)- Cơ hội phát triển nghề nghiệp và chế độ đãi ngộ nhân tài xứng đáng- Lương tháng 13, thưởng quý/ năm theo kết quả SXKD- Tham gia bổ sung bảo hiểm PVI (đồng thời bao gồm BHXH, BHYT, BHTN)- Tham gia các khóa huấn luyện, đào tạo trong và ngoài nước.","1.	Học vấn: - Đại học các chuyên ngành liên quan Kế toán, Kiểm toán, Tài chính, Ngân hàng, Ngoại thương, …2.	Kiến thức chuyên môn:- Nắm kiến thức về nghiệp vụ thanh toán xuất – nhập khẩu- Am hiểu chuẩn mực kế toán, pháp luật Việt Nam và pháp luật về các chính sách thuế3.	Kỹ năng:- Có kỹ năng phân tích và tổng hợp số liệu- Có khả năng kiểm soát và lập kế hoạch công việc4.	Yêu cầu khác: - Yêu cầu đọc hiểu Tiếng Anh chuyên ngành, giao tiếp cơ bản- Tin học sử dụng thành thạo Word, Excel, Power Point, ưu tiên có kinh nghiệm về hệ thống ERP- Phẩm chất đạo đức nghề nghiệp tốt, liêm khiết, có ý thức chấp hành pháp luật"
https://vieclam24h.vn/ke-toan-kiem-toan/nhan-vien-ke-toan-tong-hop-c118p73id100126622.html?svs=max_box,Nhân Viên Kế Toán Tổng Hợp,Công Ty TNHH Quảng Cáo Thương Mại Ngân Hà,10 - 15 triệu,3 năm,Đại học,2,Kế toán - Kiểm toánHành chính - Văn phòngThư ký - Trợ lý,Hà Nội,Chuyên viên- nhân viên,"- Cập nhật kịp thời các nghiệp vụ phát sinh vào phần mềm kế toán.- Kiểm tra chứng từ kế toán; các nghiệp vụ kinh tế phát sinh;- Theo dõi, quản lý, giám sát số liệu bán hàng: giá vốn, giá bán, khách hàng, hàng tồn kho, công nợ ...- Phân tích, kiểm soát các số liệu tài chính kế toán- Hạch toán kế toán thuế: giá vốn, doanh thu, chi phí, khấu hao TSCĐ, công nợ.... - Lập báo cáo thuế hàng tháng, hàng quý, hàng năm.- Thực hiện các báo cáo quản trị, báo cáo thuế, báo cáo tài chính. - Làm việc với cơ quan Thuế, Bảo hiểm, Ngân hàng…- Thực hiện và quản lý sổ sách theo luật kế toán và quy định của Công ty;- Chi tiết hơn sẽ trao đổi khi phỏng vấn.","- Lương: theo thỏa thuận- Môi trường làm việc năng động, thân thiện, ổn định- Được hưởng toàn bộ các quyền lợi theo Luật lao động ban hành: BHXH, BHYT, BHTN.- Nghỉ chiều thứ 7, ngày CN và các ngày lễ tết theo quy định của nhà nước.- Tháng lương thứ 13, đi du lịch hàng năm và các chế độ khác ...","- Tốt nghiệp Đại học chuyên ngành tài chính, kế toán.- Kinh nghiệm trên 3 năm làm kế toán tổng hợp.- Thành thạo tin học văn phòng và phần mềm kế toán misa- Nắm vững kiến thức, nghiệp vụ kế toán, thuế và các quy định của Nhà nước có liên quan- Trung thực, có tinh thần trách nhiệm, xử lý tình huống tốt, có khả năng làm việc độc lập và làm việc theo nhóm.- Có nguyện vọng làm việc lâu dài cho Công ty- Ưu tiên người đã có gia đình, có kinh nghiệm làm trong lĩnh vực thuế và quyết toán thuế"
https://vieclam24h.vn/nhan-vien-kinh-doanh/nhan-vien-kinh-doanh-co-kinh-nghiem-ve-dau-nhot-xe-hoi-c159p122id100126640.html?svs=max_box,Nhân Viên Kinh Doanh (Có Kinh Nghiệm Về Dầu Nhớt Xe Hơi),Công Ty TNHH Đầu Tư Thương Mại Dịch Vụ Thanh An,12 - 20 triệu,2 năm,Trung cấp,10,Bán hàngNhân viên kinh doanh,TP.HCM,Chuyên viên- nhân viên,"•	Chăm sóc khách hàng sẵn có: garage, chăm sóc xe hơi, đại lý dầu nhớt, ...•	Tìm kiếm khách hàng mới, mở rộng thị trường.•	Tư vấn, giải quyết các thắc mắc của khách hàng liên quan sản phẩm.•	Các công việc liên quan khác trao đổi khi phỏng vấn.","•	Thu nhập cạnh tranh theo năng lực (Từ 12 triệu Đến 20 triệu/tháng): Lương cơ bản và Phụ cấp (9 triệu) + Hoa Hồng thưởng •	Phụ cấp gồm có xăng xe, điện thoại•	Thưởng lễ, tết, sinh nhật, tháng 13•	Được đào tạo chuyên môn định kỳ•	Môi trường làm việc dân chủ, hiện đại, chuyên nghiệp, có cơ hội thăng tiến và ổn định lâu dài.•	Được đóng BHXH, BHYT, BHTN theo quy định của nhà nước.•	Được hưởng các quyền lợi khác theo chính sách của công ty","•	Nam, nữ. Yêu thích công việc kinh doanh, sales thị trường chuyên ngành xe hơi•	Ưu tiên ứng viên có kinh nghiệm kinh doanh, bán hàng dầu nhớt•	Trung thực, siêng năng, có trách nhiệm trong công việc "
https://vieclam24h.vn/khach-san-nha-hang/tro-ly-quan-ly-nha-hang-the-pizza-company-c115p73id100126741.html?svs=max_box,Trợ Lý Quản Lý Nhà Hàng The Pizza Company,Công Ty Cổ Phần Pizza Ngon,7 - 10 triệu,1 năm,Trung cấp,5,Khách sạn - Nhà hàngDịch vụThực phẩm - Đồ uống,Hà NộiHải Phòng,Quản lý nhóm- giám sát,"- Quản lý nhân sự (chịu trách nhiệm về nhân viên trong cửa hàng mình quản lý , bố trí công việc, ca làm việc, tuyển dụng, đào tạo, đánh giá nhân sự,...)- Quản lý hàng hoá : Order hàng, theo dõi xuất nhập tồn, quản lý tài sản, trang thiết bị nhà hàng,...- Thúc đẩy doanh thu theo target, quản lý chi phí (chi phí nhân sự- COL, chi phí nguyên vật liệu- COG,...)- Đảm bảo chất dịch vụ chất lượng tốt nhất cho khách hàng- Thực hiện các báo cáo theo quy định - Thực hiện các công việc khác theo sự phân công của Cửa hàng trưởng- Địa điểm làm việc tại:+ Hà Nội: TPC Royal City, Nguyễn Văn Lộc Hà Đông (chuẩn bị khai trương)+ Hải Phòng: , 302- 304 Lạch Tray Hải Phòng, Aeon Hải Phòng","- Được tham gia chương trình đào tạo kỹ năng, nghiệp vụ Quản lý Nhà hàng- Lương thỏa thuận tùy theo năng lực ứng viên từ 8 - 10 Triệu + Thưởng- Phụ cấp ăn ca, điện thoại.- Lương tháng 13, - Thưởng hiệu quả kinh doanh- Đầy đủ chế độ phúc lợi theo luật lao động: BHYT / BHXH / BHTN- Đặc biệt còn được hưởng Bảo hiểm tai nạn 24 / 24, bảo hiểm sức khoẻ cho gia đình- Chương trình teambuilding, tiệc cuối năm hằng năm","- CÓ KINH NGHIỆM ÍT NHẤT 1 NĂM Ở VỊ TRÍ GIÁM SÁT NHÀ HÀNG.- Nhanh nhẹn, nhiệt tình, ham học hỏi, giao tiếp tốt, yêu thích ngành dịch vụ nhà hàng. - Có khả năng chịu áp lực cao trong công việc"
https://vieclam24h.vn/van-tai-lai-xe/nhan-vien-lai-xe-nang-c179p119id100125280.html?svs=max_box,Nhân Viên Lái Xe Nâng,Công Ty Cổ Phần Kho Vận Jupiter Việt Nam,10 - 15 triệu,Dưới 1 năm,Chứng chỉ,4,Lao động phổ thôngÔ tô - Xe máyVận tải - Lái xe,Bình Dương,Chuyên viên- nhân viên,"- Vận hành xe nâng để nâng hạ ,xếp dỡ hàng hóa, đảm bảo tiến độ nhập xuất kho theo yêu cầu từ quản lý kho - Gom hàng đúng số lượng đơn hàng - Thực hiện công việc sắp xếp kho bãi, chuẩn bị vị trí cho hàng mới về Sắp xếp hàng hóa đúng nơi quy định - Đưa hàng hóa tập kết ra bãi xuất hàng, chuyển hàng lên xe xuất ra kho (đúng, đủ số lượng theo từng xe)- Vệ sinh xe hàng ngày,kiểm tra xe định kỳ theo biên bản kiểm tra hàng ngày.Đề xuất và tham gia thực hiện bảo dưỡng sửa chữa- Mỹ Phước 3, Bình Dương","- Môi trường làm việc dân chủ, hiện đại, chuyên nghiệp, có cơ hội thăng tiến và ổn định lâu dài.- Được đóng BHXH, BHYT, BH thất nghiệp theo quy định của nhà nước. - Được hưởng chế độ chăm sóc sức khỏe toàn diện. - Được hưởng các quyền lợi khác theo chính sách của công ty","- Yêu cầu công việc Nam; tốt nghiệp THPT trở lên. Tuổi: 20 – 40- Yêu cầu bắt buộc có chứng chỉ lái xe nâng- Ưu tiên có hiểu biết về vận hành của hệ thống kho hàng- Chuyên cần, tư cách phẩm chất đạo đức tốt, có ý thức trách nhiệm trong công việc được giao "
https://vieclam24h.vn/ke-toan-kiem-toan/ke-toan-tong-hop-tai-ha-noi-c118p73id100126646.html?svs=max_box,Kế Toán Tổng Hợp Tại Hà Nội,"Công ty CP Kỹ thuật và Thiết bị ngành Nước - Weco., JSC",10 - 15 triệu,2 năm,Đại học,2,Kế toán - Kiểm toánHành chính - Văn phòng,Hà Nội,Chuyên viên- nhân viên,"- Lập dự toán và Kiểm soát các khoản chi phí.- Rà soát và Kiểm tra tính chính xác của số liệu Kế toán- Rà soát và Kiểm tra tính chính xác, đầy đủ của Hóa đơn, Chứng từ- Lập các tờ khai thuế theo quy định- Biết đọc và Lập BCTC- Cuối tuần gửi báo cáo tổng kết: Kết quả công việc;- Hướng dẫn, kèm cặp nhân viên trong và ngoài bộ phận các nghiệp vụ liên quan.- Thực hiện công việc khác theo sự phân công của KTT, BGD","- Lương: Thỏa thuận (Khi đã vào làm việc chính thức thu nhập có thể được điều chỉnh theo năng lực và kết quả công việc). Thưởng cuối năm theo kết quả hoạt động kinh doanh của toàn Công ty.- Thử việc: 01 tháng, lương bằng 85% lương khởi điểm.- Làm việc trong môi trường chuyên nghiệp, năng động và có cơ hội thăng tiến tùy thuộc vào năng lực bản thân.- Được tham gia đóng BHXH, BHYT- Được hưởng đầy đủ các quyền lợi theo quy định của luật lao động- Quy chế thưởng đãi ngộ cho các ngày lễ, tết, sinh nhật...","- Nữ- Trình độ học vấn: Tốt nghiệp đại học hoặc tương đương chuyên ngành kế toán- Có kinh nghiệm làm việc 2-3 năm ở vị trí KTTH công ty thương mại, sản xuất, dịch vụ, đã từng tham gia quyết toán với cơ quan thuế.- Sử dụng thành thạo vi tính văn phòng, các phần mềm liên quan đến công việc, làm việc độc lập, năng động, có ý thức tổ chức kỷ luật tốt, chịu được áp lực công việc cao, có khả năng kết nối công việc nhóm.- Ưu tiên: Ứng viên đã có gia đình và hộ khẩu Hà Nội."
https://vieclam24h.vn/tu-van/cong-tac-vien-tu-van-tai-chinh-bao-hiem-thoi-gian-linh-hoat-c178p122id100126620.html?svs=max_box,Cộng Tác Viên Tư Vấn Tài Chính Bảo Hiểm Thời Gian Linh Hoạt,Bảo Hiểm Nhân Thọ Chubblife Việt Nam,7 - 10 triệu,Chưa có kinh nghiệm,Không yêu cầu,10,Nhân viên kinh doanhTài chính - Đầu tưTư vấn,TP.HCMVĩnh LongTrà VinhĐồng ThápBến Tre,Cộng tác viên,"- Thời Gian linh hoạt- Tư vấn và giới thiệu với khách hàng về kế hoạch tài chính, các giải pháp tài chính về học vấn cho con, hưu trí an nhàn, đầu tư gia tăng tài sản…- Chăm sóc khách hàng hiện hữu và phát triển khách hàng mới.- Làm việc nhóm, lên kế hoạch cho nhóm giám sát thực hiện mục tiêu cho các thành viên- Tham dự các chương trình đào tạo, huấn luyện về chuyên môn.","- Thu nhập trung bình từ 10 - 15 triệu- Thời gian làm việc linh động- Được training bày bản- Thưởng thành tích cá nhân hằng tháng, quý- Được tham gia các buổi đào tạo kỹ năng của Chubblife- Công việc và thu nhập ổn định- Du lịch hằng năm miễn phí trong và ngoài nước","- Nhanh nhẹn, có khả năng sắp xếp công việc- Ham học hỏi- Ưu tiên ứng viên có kinh nghiệm ở các lĩnh vực tư vấn tài chính, bảo hiểm,..."
https://vieclam24h.vn/ban-hang/nhan-vien-ban-hang-toan-thoi-gian-ho-chi-minh-binh-duong-bien-hoa-cua-hang-tien-loi-gs25-c113p122id100113939.html?svs=max_box,"Nhân Viên Bán Hàng Toàn Thời Gian- Hồ Chí Minh, Bình Dương, Biên Hòa (Cửa Hàng Tiện Lợi Gs25)",Công ty TNHH GS 25 Vietnam,5 - 7 triệu,Chưa có kinh nghiệm,Không yêu cầu,100,Bán hàngDịch vụLao động phổ thông,TP.HCMBà Rịa - Vũng TàuBình DươngĐồng Nai,Chuyên viên- nhân viên,"MÔ TẢ CÔNG VIỆC - Phục vụ và tư vấn khách hàng mua sắm tại cửa hàng- Sắp xếp hàng hóa trong cửa hàng, giữ gìn cửa hàng đúng tiêu chuẩn của công ty- Công việc khác được phân công theo sự sắp xếp của cửa hàng trưởng.** Khu vực đang tuyển: Hồ Chí Minh, Biên Hòa, Bình Dương, Vũng TàuTHỜI GIAN LÀM VIỆCFULLTIME- Xoay ca 8 tiếng, đảm bảo 6 ca/tuần (1 tuần được off 1 ngày):+ Ca 1: 06h00 - 14h00 + Ca 2: 14h00 - 22h00 + Ca 3: 22h00 - 06h00","QUYỀN LỢI - FULL-TIME: Lương lên đến 6.500.000 (5.000.000 + phụ cấp ca đêm + 300.000 chuyên cần + thưởng Lễ, Tết)- Cơ hội thăng tiến lên các vị trí cao hơn: Trợ lý, Quản lí,…- Làm việc trong môi trường trẻ trung, năng động, thân thiện- Được trang bị kiến thức chuyên nghiệp trong ngành bán lẻ.","YÊU CẦU- Từ 18 - 30 tuổi- Chăm chỉ, nhanh nhẹn- Không có hình xăm lộ và không nhuộm tóc sáng màu- Tham gia được đầy đủ 3 ngày training (từ 8:30-17:00)"
https://vieclam24h.vn/ky-thuat/nhan-vien-ky-thuat-sua-may-photocopy-may-in-c149p119id100126307.html?svs=max_box,"Nhân Viên Kỹ Thuật Sửa Máy Photocopy, Máy In",Công Ty TNHH Tmdv Thiết Bị Văn Phòng Đại Thành,10 - 15 triệu,Dưới 1 năm,Trung cấp,5,In ấn - Xuất bảnIT phần cứng/mạngKỹ thuật,Bình Dương,Chuyên viên- nhân viên,"- Sửa chửa, bảo trì, bảo hành máy photocopy, máy in do công ty phân phối- Kiểm tra định kỳ cho từng máy được phân công quản lý- Thời gian làm việc: từ thứ 2 đến thứ 7+ Sáng: từ 7h30 đến 11h30+ Chiều: từ 13h đến 17h00","- Thu Nhập từ 8 đến 10 triệu (thỏa thuận theo năng lực làm việc)- Lương cơ bản + phụ cấp chuyên cần + doanh số theo chế độ Công ty- Được đóng BHXH, BHYT, BHTN...theo quy định của luật lao động- Được nghỉ và thưởng các ngày lễ, tết theo quy định của Bộ luật lao động hiện hành- Hưởng lương tháng 13- Được hưởng chế độ đào tạo nâng cao nghiệp vụ và có cơ hội thăng tiến trong nghề nghiệp- Cơ cơ hội được làm việc trực tiếp, học hỏi kinh nghiệm từ BLĐ- Chế độ tăng lương theo năng lực và quy định công ty- Tham gia vào các hoạt động chung của công ty như du lịch hàng năm- Các chế độ hỗ trợ khác theo chính sách Công ty- Nhân viên công ty hòa đồng, thân thiện, đoàn kết- Được làm việc trong một môi trường chuyên nghiệp, có cơ hội thăng tiến cao trong công việc",- Nam từ 24 đến 40 tuổi- Tốt nghiệp chuyên ngành làm việc- Ưu tiên ứng viên có kinh nghiệm
https://vieclam24h.vn/ngoai-thuong-xuat-nhap-khau/nhan-vien-xuat-nhap-khau-tieng-trung-c157p73id100125781.html?svs=max_box,Nhân Viên Xuất Nhập Khẩu _ Tiếng Trung,Công ty TNHH Thiên Hoà An,9 - 12 triệu,1 năm,Cao đẳng,1,Biên - Phiên dịchNgoại thương - Xuất nhập khẩuQuan hệ đối ngoại,Hà Nội,Chuyên viên- nhân viên,"- Tiếp nhận, phân loại hàng hóa từ đề nghị mua hàng của các phòng ban- Thực hiện toàn bộ các công việc trong khẩu XNK bao gồm:+ Giao dịch với đối tác về các đơn hàng, chi tiết hàng hóa, giá cả, đặt hàng, bảo hành....+ Làm việc với các cơ quan chức năng: Cục đăng kiểm, Cục Hải quan... để nhập hàng hóa và ra giấy cấp phép đối với các đơn hàng nhập...- Liên hệ, tìm kiếm nhà cung cấp tốt nhất và hợp lý nhất- Chăm sóc và giữ mối liên hệ với các đối tác cũ- Có thể đi công tác nước ngoài- Kiểm soát thực hiện hợp đồng, thông báo tiến độ cho các bộ phận liên quan;- Đề xuất các giải pháp giảm chi phí, nâng cao chất lượng","- Thu nhập 9 – 12 triệu - Lương tháng 13;- Thưởng nhân các ngày lễ tết và các sự kiện đặc biệt của THA;- Trợ cấp ăn trưa; Trợ cấp trang phục;- BHXH, BHYT, BHTN theo quy định của Nhà nước","- Nữ tuổi từ 22-35. Ngoại hình ưa nhìn, Có hộ khẩu thường trú hoặc KT3 tại Hà Nội.- Biết tiếng Trung, tương đương HSK 5 và tiếng Anh giao tiếp cơ bản.- Am hiểu về thủ tục hải quan và xuất nhập khẩu- Yêu cầu có kinh nghiệm trong lĩnh vực XNK và thanh toán quốc tế tối thiểu 1 năm.- Ưu tiên ứng viên có kinh nghiệm mua hàng lĩnh vực cơ khí, kỹ thuật, chế tạo máy.- Thành thạo vi tính văn phòng- Trung thực, nhiệt tình, cẩn thận, năng động và có trách nhiệm trong công việc"
https://vieclam24h.vn/ke-toan-kiem-toan/ke-toan-cong-trinh-lam-viec-tai-xa-vinh-thanh-vinh-xuan-tt-hue-c118p103id100126351.html?svs=max_box,Kế Toán Công Trình Làm Việc Tại Xã Vinh Thanh - Vinh Xuân- Tt Huế,Công Ty Cổ Phần Xây Dựng Đức Nhân Việt,5 - 7 triệu,1 năm,Trung cấp,2,Quản trị kinh doanhXây dựngKế toán - Kiểm toán,Thừa Thiên HuếNghệ AnQuảng TrịQuảng Nam,Chuyên viên- nhân viên,"- Theo dõi chi phí (vật tư, nhân công) và đối chiếu công nợ theo dự án & tổng hợp theo yêu cầu quản lý.- Căn cứ vào bảng chấm công bộ phận công trường lập, lập bảng lương và thanh toán cho công nhân.- Thu chi công trường.- Chi tiết công việc sẽ trao đổi cụ thể khi phỏng vấn.","- Lương cơ bản 6 triệu+ Phụ cấp công trình- Được đóng BHXH, BHTN theo quy định của Bộ TBXH- Được làm trong môi trường năng động- Được tăng lương theo quy định của công ty","- Có kinh nghiệm thi công ít nhất 1 năm làm vị trí tương đương, ưu tiên những bạn đã kinh qua công ty xây dựng.- Nhanh nhẹn, hoạt bát, trung thực, có tinh thần trách nhiệm- Sử dụng thành thạo Word, Excel, …….- Tổ chức, sắp xếp và xây dựng kế hoạch để thực hiện nhiệm vụ được phân công.- Khả năng làm việc độc lập, làm việc có kế hoạch và biết sắp xếp công việc"
https://vieclam24h.vn/ke-toan-kiem-toan/nhan-vien-ke-toan-c118p73id100126150.html?svs=max_box,Nhân Viên Kế Toán,Công ty CP TM và dịch vụ SBO Việt Nam,7 - 10 triệu,1 năm,Cao đẳng,2,Kế toán - Kiểm toánHành chính - Văn phòng,Hà Nội,Chuyên viên- nhân viên,"- Kiểm tra số liệu và cân đối giữa các đơn vị nội bộ, giữa chi tiết và tổng hợp.- Thu thập, kiểm tra tính hợp lệ, xử lý, lưu trữ các số liệu kế toán liên quan đến các hoạt động phát sinh của doanh nghiệp như: hoá đơn, phiếu thu, chi, phiếu nhập, xuất...- Hạch toán thu nhập, khấu hao, chi phí, TSCĐ, công nợ, thuế GTGT...- Theo dõi và quản lý công nợ Công ty.- Theo dõi và tính toán giá thành sản xuất thực tế, tỉ lệ hao hụt nguyên vật liệu, phụ liệu đi kèm và chi phí sản xuất.- Kiểm tra và giám sát việc luân chuyển hàng tồn kho, thời gian tồn kho.- Lưu trữ các sổ sách, chứng từ kế toán của Công ty theo quy định.- Các công việc khác theo yêu cầu của cấp trên.","- từ 7-10tr + phụ cấp- Được cung cấp đủ trang thiết bị phục vụ công việc.- Đầy đủ chế độ phúc lợi cho CBNV.- Cơ hội thăng tiến trong công việc, môi trường làm việc trẻ, năng động.- Discount hấp dẫn cho CBNV khi ăn tại nhà hàng trong hệ thống.- Thời gian: 8h30-17h30, nghỉ chủ nhật và 02 thứ 7.","- Nữ dưới 30 tuổi- Tốt nghiệp Trung cấp/ Cao Đẳng trở lên chuyên ngành kế toán, tài chính hoặc các chuyên ngành liên quan- Có ít nhất 01 năm kinh nghiệm vị trí tương đương hoặc thực hiện nghiệp vụ tương đương.- Thái độ làm việc trung thực, kỷ luật và quyết liệt.- Chủ động trong công việc, có tinh thần trách nhiệm cao."
https://vieclam24h.vn/tai-chinh-dau-tu/chuyen-vien-xu-ly-tin-dung-phap-ly-qua-dien-thoai-c167p122id100126232.html?svs=max_box,Chuyên Viên Xử Lý Tín Dụng Pháp Lý Qua Điện Thoại,Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng (VPBank FC),10 - 15 triệu,Chưa có kinh nghiệm,Trung học,100,Dịch vụNgân hàngTài chính - Đầu tư,TP.HCM,Chuyên viên- nhân viên,"- Sử dụng hệ thống Call-Center tại Công ty liên lạc với khách hàng, thông báo về tình trạng hợp đồng vay.- Theo dõi và cập nhật tình trạng nợ của khách hàng định kỳ cho Trưởng nhóm.- Ghi nhận tất cả tình trạng và kết quả thực hiện cuộc gọi lên hệ thống gọi điện thoại thu hồi nợ.- Tương tác với đội ngũ thị trường để hỗ trợ phương thức thanh toán tại địa bàn","- Thu nhập trung bình từ 9 - 12 triệu/tháng.- Có cơ hội được đào tạo, thường xuyên định hướng phát triển kỹ năng từ căn bản đến nâng cao- Đồng nghiệp: Trẻ, nhiệt tình, năng động, hòa đồng. - Môi trường làm việc chuyên nghiệp- Tham gia BHXH, BHYT, BHTN theo quy định Nhà nước- BH Bảo Việt bảo lãnh viện phí 24/24, và khám sức khỏe định kì- Ngày phép: 15 ngày/năm- Được đảm bảo các quyền lợi, chế độ theo quy định của pháp luật Lao động và các chính sách phúc lợi của Công ty- Quyền lợi cụ thể hơn sẽ được trao đổi khi phỏng vấn","- Tốt nghiệp THPT trở lên, không yêu cầu kinh nghiệm- Tuổi từ 18 - 40 tuổi- Kỹ năng giao tiếp tốt, giọng nói dễ nghe- Chịu được áp lực công việc, chịu khó.- Không nợ xấu- Ưu tiên ứng viên có kinh nghiệm Telesales, CSKH, am hiểu lĩnh vực tài chính,...."
